Record Date,Debt Held by the Public,Intragovernmental Holdings,Total Public Debt Outstanding,Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2014-01-16,12287828758507.32,4982411595857.54,17270240354364.86,1,2014,2,2014,1,01,16
2014-01-15,12308587297822.72,4978287024273.22,17286874322095.94,1,2014,2,2014,1,01,15
2014-01-14,12304770773237.92,4982480837913.70,17287251611151.62,1,2014,2,2014,1,01,14
2014-01-13,12304912432636.04,4977615132539.05,17282527565175.09,1,2014,2,2014,1,01,13
2014-01-10,12305147516443.54,4975694575572.60,17280842092016.14,1,2014,2,2014,1,01,10
2014-01-09,12305374613469.91,4975790101103.52,17281164714573.43,1,2014,2,2014,1,01,09
2014-01-08,12335376751392.99,4971601203007.16,17306977954400.15,1,2014,2,2014,1,01,08
2014-01-07,12334076556282.96,4981151057575.83,17315227613858.79,1,2014,2,2014,1,01,07
2014-01-06,12333870746301.06,4976345569267.88,17310216315568.94,1,2014,2,2014,1,01,06
2014-01-03,12334427655504.22,4974421867838.72,17308849523342.94,1,2014,2,2014,1,01,03
2014-01-02,12334521348018.90,4981449585880.73,17315970933899.63,1,2014,2,2014,1,01,02
2013-12-31,12355426523284.55,4996544261665.60,17351970784950.15,1,2014,1,2013,4,12,31
2013-12-30,12309327387048.12,4917440688355.04,17226768075403.16,1,2014,1,2013,4,12,30
2013-12-27,12309395899151.39,4916871374392.95,17226267273544.34,1,2014,1,2013,4,12,27
2013-12-26,12310556832170.12,4915541075476.17,17226097907646.29,1,2014,1,2013,4,12,26
2013-12-24,12331879196393.31,4916209285596.57,17248088481989.88,1,2014,1,2013,4,12,24
2013-12-23,12331804066990.32,4918852359389.90,17250656426380.22,1,2014,1,2013,4,12,23
2013-12-20,12332309692623.95,4918124914353.43,17250434606977.38,1,2014,1,2013,4,12,20
2013-12-19,12333221772927.06,4918306703067.13,17251528475994.19,1,2014,1,2013,4,12,19
2013-12-18,12342894806958.67,4915915025640.34,17258809832599.01,1,2014,1,2013,4,12,18
2013-12-17,12341903145193.30,4926684505862.93,17268587651056.23,1,2014,1,2013,4,12,17
2013-12-16,12341952291868.50,4917076763590.64,17259029055459.14,1,2014,1,2013,4,12,16
2013-12-13,12311985340603.71,4912143859577.13,17224129200180.84,1,2014,1,2013,4,12,13
2013-12-12,12312261896926.96,4913753954987.49,17226015851914.45,1,2014,1,2013,4,12,12
2013-12-11,12311562372135.20,4910892439068.59,17222454811203.79,1,2014,1,2013,4,12,11
2013-12-10,12311567744056.02,4922438254547.91,17234005998603.93,1,2014,1,2013,4,12,10
2013-12-09,12311521314897.49,4918824268214.03,17230345583111.52,1,2014,1,2013,4,12,09
2013-12-06,12311922128072.47,4915088541279.44,17227010669351.91,1,2014,1,2013,4,12,06
2013-12-05,12312130780336.62,4916569108845.01,17228699889181.63,1,2014,1,2013,4,12,05
2013-12-04,12307567376587.47,4914525122566.15,17222092499153.62,1,2014,1,2013,4,12,04
2013-12-03,12307650003434.02,4915604859381.37,17223254862815.39,1,2014,1,2013,4,12,03
2013-12-02,12307400537547.88,4927631842357.93,17235032379905.81,1,2014,1,2013,4,12,02
2013-11-29,12281126257987.08,4936025387118.78,17217151645105.86,1,2014,1,2013,4,11,29
2013-11-27,12263719517050.59,4939617319294.53,17203336836345.12,1,2014,1,2013,4,11,27
2013-11-26,12262512988251.73,4956597215884.56,17219110204136.29,1,2014,1,2013,4,11,26
2013-11-25,12261923010078.47,4949906030267.54,17211829040346.01,1,2014,1,2013,4,11,25
2013-11-22,12261555216060.05,4947956106881.94,17209511322941.99,1,2014,1,2013,4,11,22
2013-11-21,12261332093155.98,4947631711047.74,17208963804203.72,1,2014,1,2013,4,11,21
2013-11-20,12245440360113.81,4944785339057.09,17190225699170.90,1,2014,1,2013,4,11,20
2013-11-19,12245151541443.78,4955573829153.78,17200725370597.56,1,2014,1,2013,4,11,19
2013-11-18,12245200171583.80,4947678667684.59,17192878839268.39,1,2014,1,2013,4,11,18
2013-11-15,12245172409824.40,4944374994966.06,17189547404790.46,1,2014,1,2013,4,11,15
2013-11-14,12239536150493.21,4943780792732.31,17183316943225.52,1,2014,1,2013,4,11,14
2013-11-13,12206228874560.26,4942964555191.90,17149193429752.16,1,2014,1,2013,4,11,13
2013-11-12,12205950516829.08,4948673689121.96,17154624205951.04,1,2014,1,2013,4,11,12
2013-11-08,12206181243592.72,4945446224366.78,17151627467959.50,1,2014,1,2013,4,11,08
2013-11-07,12206195534277.00,4942958489058.85,17149154023335.85,1,2014,1,2013,4,11,07
2013-11-06,12182929380375.53,4938641615556.16,17121570995931.69,1,2014,1,2013,4,11,06
2013-11-05,12183134295687.45,4938627189291.99,17121761484979.44,1,2014,1,2013,4,11,05
2013-11-04,12183621019582.67,4933084095145.25,17116705114727.92,1,2014,1,2013,4,11,04
2013-11-01,12183844969113.52,4924753986230.35,17108598955343.87,1,2014,1,2013,4,11,01
2013-10-31,12187369856433.22,4968747245771.27,17156117102204.49,1,2014,1,2013,4,10,31
2013-10-30,12121565175397.74,4966698083233.35,17088263258631.09,1,2014,1,2013,4,10,30
2013-10-29,12121884031127.26,4968869496275.22,17090753527402.48,1,2014,1,2013,4,10,29
2013-10-28,12121935813684.43,4959573405604.07,17081509219288.50,1,2014,1,2013,4,10,28
2013-10-25,12121994254444.15,4954513486825.29,17076507741269.44,1,2014,1,2013,4,10,25
2013-10-24,12122152249624.21,4955577059657.35,17077729309281.56,1,2014,1,2013,4,10,24
2013-10-23,12113767540539.90,4954113584743.97,17067881125283.87,1,2014,1,2013,4,10,23
2013-10-22,12114163464067.10,4964606223859.54,17078769687926.64,1,2014,1,2013,4,10,22
2013-10-21,12114946844829.20,4960283752959.19,17075230597788.39,1,2014,1,2013,4,10,21
2013-10-18,12115701896091.53,4958558494053.42,17074260390144.95,1,2014,1,2013,4,10,18
2013-10-17,12117282743815.33,4958307364148.24,17075590107963.57,1,2014,1,2013,4,10,17
2013-10-16,11929976600223.38,4817383948833.85,16747360549057.23,1,2014,1,2013,4,10,16
2013-10-15,11926495975191.95,4820874558898.67,16747370534090.62,1,2014,1,2013,4,10,15
2013-10-11,11931450993082.90,4815960591008.63,16747411584091.53,1,2014,1,2013,4,10,11
2013-10-10,11930980640872.43,4816441217630.81,16747421858503.24,1,2014,1,2013,4,10,10
2013-10-09,11931867900386.67,4815541887385.66,16747409787772.33,1,2014,1,2013,4,10,09
2013-10-08,11918160032936.83,4829259503998.65,16747419536935.48,1,2014,1,2013,4,10,08
2013-10-07,11923572741684.14,4823856543950.98,16747429285635.12,1,2014,1,2013,4,10,07
2013-10-04,11937274295632.01,4810184233321.04,16747458528953.05,1,2014,1,2013,4,10,04
2013-10-03,11937127964522.94,4810340311276.33,16747468275799.27,1,2014,1,2013,4,10,03
2013-10-02,11920297349968.54,4827171590541.18,16747468940509.72,1,2014,1,2013,4,10,02
2013-10-01,11927716392097.90,4819762283237.28,16747478675335.18,1,2014,1,2013,4,10,01
2013-09-30,11976279236073.83,4761904290623.49,16738183526697.32,1,2013,4,2013,3,09,30
2013-09-27,11967508057617.56,4770925413018.05,16738433470635.61,1,2013,4,2013,3,09,27
2013-09-26,11963853492345.40,4774589683128.57,16738443175473.97,1,2013,4,2013,3,09,26
2013-09-25,11962635902318.47,4775808930887.09,16738444833205.56,1,2013,4,2013,3,09,25
2013-09-24,11958459239132.60,4779995425186.78,16738454664319.38,1,2013,4,2013,3,09,24
2013-09-23,11964783769751.11,4773680725095.78,16738464494846.89,1,2013,4,2013,3,09,23
2013-09-20,11968087060819.65,4770406922840.44,16738493983660.09,1,2013,4,2013,3,09,20
2013-09-19,11961016186546.38,4777487625791.41,16738503812337.79,1,2013,4,2013,3,09,19
2013-09-18,11963551354853.82,4774931251929.22,16738482606783.04,1,2013,4,2013,3,09,18
2013-09-17,11954645792732.60,4783846852502.44,16738492645235.04,1,2013,4,2013,3,09,17
2013-09-16,11965887207931.11,4772615514214.79,16738502722145.90,1,2013,4,2013,3,09,16
2013-09-13,11971741815720.33,4766791209415.30,16738533025135.63,1,2013,4,2013,3,09,13
2013-09-12,11973170292026.36,4765372833182.02,16738543125208.38,1,2013,4,2013,3,09,12
2013-09-11,11975862061625.88,4762684892820.73,16738546954446.61,1,2013,4,2013,3,09,11
2013-09-10,11965231426142.57,4773325764202.78,16738557190345.35,1,2013,4,2013,3,09,10
2013-09-09,11972023480702.70,4766543945079.76,16738567425782.46,1,2013,4,2013,3,09,09
2013-09-06,11972914390661.04,4765683738668.01,16738598129329.05,1,2013,4,2013,3,09,06
2013-09-05,11975891240196.65,4762717122755.23,16738608362951.88,1,2013,4,2013,3,09,05
2013-09-04,11976105208769.82,4762503226981.47,16738608435751.29,1,2013,4,2013,3,09,04
2013-09-03,11987013909572.67,4751604878302.65,16738618787875.32,1,2013,4,2013,3,09,03
2013-08-30,11967014240420.23,4771635600972.47,16738649841392.70,1,2013,4,2013,3,08,30
2013-08-29,11952181180500.19,4786220154651.97,16738401335152.16,1,2013,4,2013,3,08,29
2013-08-28,11951248861591.63,4787149673724.28,16738398535315.91,1,2013,4,2013,3,08,28
2013-08-27,11940494752180.66,4797914156059.47,16738408908240.13,1,2013,4,2013,3,08,27
2013-08-26,11944979382456.89,4793439898282.69,16738419280739.58,1,2013,4,2013,3,08,26
2013-08-23,11946036670912.59,4792413724458.54,16738450395371.13,1,2013,4,2013,3,08,23
2013-08-22,11946942016060.21,4791518749933.80,16738460765994.01,1,2013,4,2013,3,08,22
2013-08-21,11950216351494.50,4788205758940.44,16738422110434.94,1,2013,4,2013,3,08,21
2013-08-20,11939350279760.49,4799082253846.53,16738432533607.02,1,2013,4,2013,3,08,20
2013-08-19,11943881131966.65,4794561824342.49,16738442956309.14,1,2013,4,2013,3,08,19
2013-08-16,11947689550073.95,4790784671580.97,16738474221654.92,1,2013,4,2013,3,08,16
2013-08-15,11948073603954.31,4790411038562.49,16738484642516.80,1,2013,4,2013,3,08,15
2013-08-14,11952073953024.85,4786404606713.34,16738478559738.19,1,2013,4,2013,3,08,14
2013-08-13,11941430910929.04,4797058096764.36,16738489007693.40,1,2013,4,2013,3,08,13
2013-08-12,11945778493498.52,4792720961666.43,16738499455164.95,1,2013,4,2013,3,08,12
2013-08-09,11947674387704.36,4790856407013.07,16738530794717.43,1,2013,4,2013,3,08,09
2013-08-08,11945916628541.94,4792624611739.25,16738541240281.19,1,2013,4,2013,3,08,08
2013-08-07,11951614681840.55,4786922916353.66,16738537598194.21,1,2013,4,2013,3,08,07
2013-08-06,11951242739803.21,4787305303406.47,16738548043209.68,1,2013,4,2013,3,08,06
2013-08-05,11958647246457.13,4779911241291.38,16738558487748.51,1,2013,4,2013,3,08,05
2013-08-02,11962811436986.58,4775778381519.41,16738589818505.99,1,2013,4,2013,3,08,02
2013-08-01,11938163909074.02,4800436352064.99,16738600261139.01,1,2013,4,2013,3,08,01
2013-07-31,11917023270880.15,4821575923414.72,16738599194294.87,1,2013,4,2013,3,07,31
2013-07-30,11920527521939.03,4817556636294.54,16738084158233.57,1,2013,4,2013,3,07,30
2013-07-29,11923211410068.29,4814883198312.74,16738094608381.03,1,2013,4,2013,3,07,29
2013-07-26,11923848523940.14,4814277433190.86,16738125957131.00,1,2013,4,2013,3,07,26
2013-07-25,11923178193007.05,4814958212377.64,16738136405384.69,1,2013,4,2013,3,07,25
2013-07-24,11923167815151.20,4814937988707.01,16738105803858.21,1,2013,4,2013,3,07,24
2013-07-23,11914163119298.43,4823953216812.72,16738116336111.15,1,2013,4,2013,3,07,23
2013-07-22,11920681392359.10,4817445475529.48,16738126867888.58,1,2013,4,2013,3,07,22
2013-07-19,11924282696388.53,4813875763980.08,16738158460368.61,1,2013,4,2013,3,07,19
2013-07-18,11922852502219.07,4815316488166.72,16738168990385.79,1,2013,4,2013,3,07,18
2013-07-17,11923963485925.04,4814203679836.53,16738167165761.57,1,2013,4,2013,3,07,17
2013-07-16,11916592286387.42,4821585479545.99,16738177765933.41,1,2013,4,2013,3,07,16
2013-07-15,11921818444955.51,4816369920674.52,16738188365630.03,1,2013,4,2013,3,07,15
2013-07-12,11925650525848.91,4812569560255.66,16738220086104.57,1,2013,4,2013,3,07,12
2013-07-11,11924366082851.82,4813864601157.01,16738230684008.83,1,2013,4,2013,3,07,11
2013-07-10,11925693693492.82,4812534079453.23,16738227772946.05,1,2013,4,2013,3,07,10
2013-07-09,11913999125769.08,4824239308339.88,16738238434108.96,1,2013,4,2013,3,07,09
2013-07-08,11920232056507.59,4818017038291.21,16738249094798.80,1,2013,4,2013,3,07,08
2013-07-05,11924136539816.95,4814144534241.82,16738281074058.77,1,2013,4,2013,3,07,05
2013-07-03,11925730223670.28,4812557582873.92,16738287806544.20,1,2013,4,2013,3,07,03
2013-07-02,11907461343361.94,4830837212971.31,16738298556333.25,1,2013,4,2013,3,07,02
2013-07-01,11917627144080.38,4820682161567.88,16738309305648.26,1,2013,4,2013,3,07,01
2013-06-28,11901292256124.39,4837027798364.88,16738320054489.27,1,2013,3,2013,2,06,28
2013-06-27,11895982677867.57,4842646370951.52,16738629048819.09,1,2013,3,2013,2,06,27
2013-06-26,11895008652504.44,4843572253331.95,16738580905836.39,1,2013,3,2013,2,06,26
2013-06-25,11881040228839.68,4857551496377.43,16738591725217.11,1,2013,3,2013,2,06,25
2013-06-24,11889341259564.89,4849261283962.28,16738602543527.17,1,2013,3,2013,2,06,24
2013-06-21,11893485969620.32,4845149025589.40,16738634995209.72,1,2013,3,2013,2,06,21
2013-06-20,11894161895232.89,4844483916257.51,16738645811490.40,1,2013,3,2013,2,06,20
2013-06-19,11897497174217.51,4841145580855.80,16738642755073.31,1,2013,3,2013,2,06,19
2013-06-18,11886064000252.75,4852589639458.78,16738653639711.53,1,2013,3,2013,2,06,18
2013-06-17,11898429627297.88,4840234968029.76,16738664595327.64,1,2013,3,2013,2,06,17
2013-06-14,11903843811259.69,4834853558760.12,16738697370019.81,1,2013,3,2013,2,06,14
2013-06-13,11903648395720.79,4835059898250.74,16738708293971.53,1,2013,3,2013,2,06,13
2013-06-12,11906232708966.61,4832472127211.98,16738704836178.59,1,2013,3,2013,2,06,12
2013-06-11,11896522062197.79,4842193773482.79,16738715835680.58,1,2013,3,2013,2,06,11
2013-06-10,11902616558873.64,4836110275858.71,16738726834732.35,1,2013,3,2013,2,06,10
2013-06-07,11907184984027.69,4831574844958.73,16738759828986.42,1,2013,3,2013,2,06,07
2013-06-06,11906099594022.72,4832671232135.87,16738770826158.59,1,2013,3,2013,2,06,06
2013-06-05,11910676506667.37,4828090749929.30,16738767256596.67,1,2013,3,2013,2,06,05
2013-06-04,11910742481781.12,4828035854910.47,16738778336691.59,1,2013,3,2013,2,06,04
2013-06-03,11920376111297.58,4818412720847.72,16738788832145.30,1,2013,3,2013,2,06,03
2013-05-31,11897150711173.54,4841671232812.58,16738821943986.12,1,2013,3,2013,2,05,31
2013-05-30,11876135593353.16,4861110506645.70,16737246099998.86,1,2013,3,2013,2,05,30
2013-05-29,11869350553775.90,4867857982657.93,16737208536433.83,1,2013,3,2013,2,05,29
2013-05-28,11868395289961.27,4868824436439.95,16737219726401.22,1,2013,3,2013,2,05,28
2013-05-24,11868333732925.83,4867090538332.04,16735424271257.87,1,2013,3,2013,2,05,24
2013-05-23,11867458606329.51,4869118012243.79,16736576618573.30,1,2013,3,2013,2,05,23
2013-05-22,11869033052284.13,4864999921926.14,16734032974210.27,1,2013,3,2013,2,05,22
2013-05-21,11866707237456.99,4870575754633.74,16737282992090.73,1,2013,3,2013,2,05,21
2013-05-20,11868008008647.18,4869286296068.34,16737294304715.52,1,2013,3,2013,2,05,20
2013-05-17,11867831161091.10,4869497077057.03,16737328238148.13,1,2013,3,2013,2,05,17
2013-05-16,11867088850551.92,4867719794096.15,16734808644648.07,1,2013,3,2013,2,05,16
2013-05-15,11901125505217.10,4863915219916.62,16765040725133.72,1,2013,3,2013,2,05,15
2013-05-14,11887608207956.34,4873353643978.26,16760961851934.60,1,2013,3,2013,2,05,14
2013-05-13,11887081948561.92,4868706488480.53,16755788437042.45,1,2013,3,2013,2,05,13
2013-05-10,11887058199153.94,4866934376636.20,16753992575790.14,1,2013,3,2013,2,05,10
2013-05-09,11887048630805.07,4867686151007.81,16754734781812.88,1,2013,3,2013,2,05,09
2013-05-08,11918172096170.35,4865934785672.41,16784106881842.76,1,2013,3,2013,2,05,08
2013-05-07,11917157774325.76,4878394615872.64,16795552390198.40,1,2013,3,2013,2,05,07
2013-05-06,11916773963956.66,4871653220582.77,16788427184539.43,1,2013,3,2013,2,05,06
2013-05-03,11916626030277.37,4864274163856.73,16780900194134.10,1,2013,3,2013,2,05,03
2013-05-02,11916811238228.03,4878167934988.58,16794979173216.61,1,2013,3,2013,2,05,02
2013-05-01,11941250695378.20,4863786189376.81,16805036884755.01,1,2013,3,2013,2,05,01
2013-04-30,11943148398205.65,4885697098978.25,16828845497183.90,1,2013,3,2013,2,04,30
2013-04-29,11883187129042.84,4874981100337.37,16758168229380.21,1,2013,3,2013,2,04,29
2013-04-26,11882358300866.68,4874286092840.37,16756644393707.05,1,2013,3,2013,2,04,26
2013-04-25,11882018443343.86,4876088638954.77,16758107082298.63,1,2013,3,2013,2,04,25
2013-04-24,11920312314073.28,4874037513824.02,16794349827897.30,1,2013,3,2013,2,04,24
2013-04-23,11919663839494.38,4879288760461.21,16798952599955.59,1,2013,3,2013,2,04,23
2013-04-22,11917551034088.30,4869900084059.02,16787451118147.32,1,2013,3,2013,2,04,22
2013-04-19,11917014399413.45,4864953302991.92,16781967702405.37,1,2013,3,2013,2,04,19
2013-04-18,11916935124816.33,4862534449476.35,16779469574292.68,1,2013,3,2013,2,04,18
2013-04-17,11951382624833.00,4855887740074.39,16807270364907.39,1,2013,3,2013,2,04,17
2013-04-16,11950741882219.27,4861323727153.97,16812065609373.24,1,2013,3,2013,2,04,16
2013-04-15,11949925556918.45,4851381930298.11,16801307487216.56,1,2013,3,2013,2,04,15
2013-04-12,11972610122573.13,4835630263700.38,16808240386273.51,1,2013,3,2013,2,04,12
2013-04-11,11973457167619.66,4834609936524.40,16808067104144.06,1,2013,3,2013,2,04,11
2013-04-10,11966412740544.37,4832571494247.96,16798984234792.33,1,2013,3,2013,2,04,10
2013-04-09,11965728364175.71,4842546050031.45,16808274414207.16,1,2013,3,2013,2,04,09
2013-04-08,11964701103061.99,4837814648845.62,16802515751907.61,1,2013,3,2013,2,04,08
2013-04-05,11964101618672.85,4833727280413.95,16797828899086.80,1,2013,3,2013,2,04,05
2013-04-04,11963992444855.95,4834059145078.73,16798051589934.68,1,2013,3,2013,2,04,04
2013-04-03,11959086403460.80,4827883739018.03,16786970142478.83,1,2013,3,2013,2,04,03
2013-04-02,11958659888679.28,4846217066437.50,16804876955116.78,1,2013,3,2013,2,04,02
2013-04-01,11956521964259.37,4835598045347.43,16792120009606.80,1,2013,3,2013,2,04,01
2013-03-29,11916887638498.36,4854491368262.02,16771379006760.38,1,2013,2,2013,1,03,29
2013-03-28,11917129749753.30,4849858683039.32,16766988432792.62,1,2013,2,2013,1,03,28
2013-03-27,11897486042923.01,4851996411982.88,16749482454905.89,1,2013,2,2013,1,03,27
2013-03-26,11895989170692.28,4863074573880.18,16759063744572.46,1,2013,2,2013,1,03,26
2013-03-25,11895649154059.06,4857793910839.81,16753443064898.87,1,2013,2,2013,1,03,25
2013-03-22,11895445966375.44,4854478971718.99,16749924938094.43,1,2013,2,2013,1,03,22
2013-03-21,11895330386361.15,4854799935759.86,16750130322121.01,1,2013,2,2013,1,03,21
2013-03-20,11889311552493.68,4850628303371.71,16739939855865.39,1,2013,2,2013,1,03,20
2013-03-19,11888479325385.46,4860790262022.07,16749269587407.53,1,2013,2,2013,1,03,19
2013-03-18,11886986270725.16,4849201755322.70,16736188026047.86,1,2013,2,2013,1,03,18
2013-03-15,11886788690412.08,4844904351446.04,16731693041858.12,1,2013,2,2013,1,03,15
2013-03-14,11862580086458.01,4845645373717.13,16708225460175.14,1,2013,2,2013,1,03,14
2013-03-13,11856553916339.54,4844080938130.98,16700634854470.52,1,2013,2,2013,1,03,13
2013-03-12,11856073789288.19,4853902425506.25,16709976214794.44,1,2013,2,2013,1,03,12
2013-03-11,11855880363426.63,4848062765989.51,16703943129416.14,1,2013,2,2013,1,03,11
2013-03-08,11855687948374.48,4846158989505.26,16701846937879.74,1,2013,2,2013,1,03,08
2013-03-07,11855868140512.04,4845382500597.64,16701250641109.68,1,2013,2,2013,1,03,07
2013-03-06,11851125738615.09,4841113051404.11,16692238790019.20,1,2013,2,2013,1,03,06
2013-03-05,11821124476225.46,4842585002295.56,16663709478521.02,1,2013,2,2013,1,03,05
2013-03-04,11820506733842.34,4829196726125.66,16649703459968.00,1,2013,2,2013,1,03,04
2013-03-01,11820053588447.65,4820081728177.68,16640135316625.33,1,2013,2,2013,1,03,01
2013-02-28,11822436182671.08,4864852997544.29,16687289180215.37,1,2013,2,2013,1,02,28
2013-02-27,11747359892695.65,4859856611255.10,16607216503950.75,1,2013,2,2013,1,02,27
2013-02-26,11746654992852.21,4872046818075.56,16618701810927.77,1,2013,2,2013,1,02,26
